date,tid,raw_text,theme,issue,mention,sentiment,rating_score,product,data_origin,contact_name
2024-05-27 13:05:19,FB-990,기다리고 있던 제품이라 좋습니다라이브쇼필 통해서 구입했고빠른 배송 감사합니다기대됩니다ㅏㅏㅏ. 근데 생각보다.크기가.잇어서잘 사용하겟습니다,배송 및 설치,신속한 배송,빠른 배송 감사합니다,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:19,FB-949,전문기사님꺼서 직접 배송해 주셨습니다.외관상 첫느낌,배송 및 설치,친절한 배송기사,전문기사님꺼서 직접 배송해 주셨습니다,POSITIVE,5,스탠바이미고,LG전자,8*2*****
2024-05-27 13:05:19,FB-933,빠르게 잘받았습니다,배송 및 설치,배송일정 및 시간 준수,빠르게 잘받았습니다.,VERY_POSITIVE,5,스탠바이미고,홈앤쇼핑,이*철*****
2024-05-27 13:05:13,FB-823,선물용으로 구매했는데 포장도 꼼꼼하고 배송도 빨라서 좋았어요 감사합니다.,배송 및 설치,포장 상태,포장도 꼼꼼하고 배송도 빨라서 좋았어요,VERY_POSITIVE,5,스탠바이미고,알렛츠ALLETS,eowk****
2024-05-27 13:05:19,FB-904,잘받았어요 좋네요 배송기사님도 엄청 친절히 잘해주셔시어요 감사합니다,배송 및 설치,친절한 배송기사,배송기사님도 엄청 친절히 잘해주셔시어요,VERY_POSITIVE,5,스탠바이미고,SSG닷컴,y0******
2024-05-27 13:05:19,FB-986,배송 빠르고 엘지전자 배송팀에서 배송해주네요. 요긴하게 쓰고 있어요. 비싸고 무거운거 빼고는 단점 없습니다. 배터리 10시간정도만 유지된다고 하면 최강일듯 하네요. 구매확정 좀 늦어서 죄송해요. 원래 구매하면 다시 들어오는 타입이 아니라서.. 잘 사용할께요,배송 및 설치,친절한 배송기사,배송 빠르고 엘지전자 배송팀에서 배송해주네요.,VERY_POSITIVE,5,스탠바이미고,옥션,s*r*****
2024-05-27 13:05:19,FB-995,빠른 배송 만족스런 상품 감사합니다캠핑할때 매우 좋겠어요,배송 및 설치,신속한 배송,빠른 배송,VERY_POSITIVE,5,스탠바이미고,옥션,j*n*****
2024-05-27 13:05:19,FB-925,빠르게 잘 받았습니다.,배송 및 설치,배송일정 및 시간 준수,빠르게 잘 받았습니다.,VERY_POSITIVE,5,스탠바이미고,11번가,ji******
2024-05-27 13:05:19,FB-989,설치 빠르고 좋습니다.,배송 및 설치,친절한 설치 서비스,설치 빠르고 좋습니다..,VERY_POSITIVE,5,스탠바이미고,탑테일코,jhez****
2024-05-27 13:05:19,FB-996,선물용으로 구매했는데 빠른 배송 감사합니다.,배송 및 설치,신속한 배송,빠른 배송 감사합니다.,VERY_POSITIVE,5,스탠바이미고,LG전자,c*0*****
2024-05-27 13:05:13,FB-809,빠른 배송 감사드립니다!,배송 및 설치,신속한 배송,빠른 배송 감사드립니다!,VERY_POSITIVE,5,스탠바이미고,와이즈블루,wind****
2024-05-27 13:05:19,FB-992,배송도빠르고 저렴하게 잘샀습니다응답속도도 빠르고 좋습니다만요즘 시대에 4k가 지원이 안되는부분은 조금 아쉽습니다 ^^,배송 및 설치,신속한 배송,배송도빠르고 저렴하게 잘샀습니다,VERY_POSITIVE,5,스탠바이미고,옥션,j*l*****
2024-05-27 13:05:19,FB-987,구매 후 이틀만에 빠르게 배송되었어요^^스탠바이미 처럼 묵직하지만 들 수 있을 정도의 무게였고기대한만큼 최고에요~ 캠핑갈 날 기다리고있어요♡,배송 및 설치,배송일정 및 시간 준수,구매 후 이틀만에 빠르게 배송되었어요,VERY_POSITIVE,5,스탠바이미고,LG전자,e*a*****
2024-05-27 13:05:19,FB-931,희망하는 배송날짜에빠른 배송 너무 맘에 듭니다제품도 안전하게 잘 받았고적극 추천합니다,배송 및 설치,안전한 배송,희망하는 배송날짜에빠른 배송 너무 맘에 듭니다제품도 안전하게 잘 받았고적극 추천합니다.,VERY_POSITIVE,5,스탠바이미고,신세계몰,pc******
2024-05-27 13:05:13,FB-831,계속 고민하다가 큰 맘 먹고 주문했는데 그동안 왜 고민했나 싶을 정도로 좋습니다.기능도 마음에 들고 이뻐서 사용 안할때는 집에 인테리어 소품으로 놔둬도 좋을거 같네요.그리고 배송도 정말 빨라서 놀랐습니다.,배송 및 설치,신속한 배송,배송도 정말 빨라서 놀랐습니다,VERY_POSITIVE,5,스탠바이미고,LG전자,2*0*****
2024-05-27 13:05:19,FB-974,배송일정 부탁 드립니다.11번가에서 배송확인이 안되네요,배송 및 설치,배송 일정 확인 요청,배송일정 부탁 드립니다.11번가에서 배송확인이 안되네요.,NEGATIVE,3,스탠바이미고,11번가,ca******
2024-05-27 13:05:19,FB-964,빠른 배송과 친절한 안내 감사 드립니다,배송 및 설치,배송 후 상세한 사용 설명,빠른 배송과 친절한 안내 감사 드립니다.,VERY_POSITIVE,5,스탠바이미고,채움헬스케어,sand****
2024-05-27 13:05:19,FB-929,"디자인도 이쁘고 너무 맘에들어요. 배송기사님도 친절하시고 미리 전화도 주시고,,무거운거 빼고 완전 만족",배송 및 설치,친절한 배송기사,배송기사님도 친절하시고 미리 전화도 주시고,VERY_POSITIVE,5,스탠바이미고,옥션,g*d*****
2024-05-27 13:05:13,FB-822,더럽게 늦게 옵니다.10/23에 주믄했는데 11/10에 왔어요 것도 미리 이야기도 없이 집앞에 놓고 가네요 기분 더러우어요,배송 및 설치,배송 지연 문제,더럽게 늦게 옵니다.10/23에 주믄했는데 11/10에 왔어요 것도 미리 이야기도 없이 집앞에 놓고 가네요,VERY_NEGATIVE,1,스탠바이미고,제이리트컴퍼니,okgj****
2024-05-27 13:05:19,FB-945,사고싶었던 스텐바이미고 드디어 도착. 조금 무거운거 빼고는 최고.,배송 및 설치,배송 완료,드디어 도착,NEUTRAL,5,스탠바이미고,11번가,ca******
2024-05-27 13:05:19,FB-960,배송 너무 빠르네요. 이번 캠핑때 쓸 수 있겠어요 ㅋㅋ 닌텐도스위치 연결해서 게임하려고 샀는데 저렴하게 정말 잘샀어요 ㅋ27인치가 생각보다 크네요. 실물한번 못보고 산건데 대만족쓰임또 생각보다..12.7kg가 무거운 무게라 007가방처럼 번쩍번쩍 들고다닐 순 없지만 그래도 무선 휴대용이라 너무 만족함,배송 및 설치,신속한 배송,배송 너무 빠르네요,VERY_POSITIVE,5,스탠바이미고,옥션,m*c*****
2024-05-27 13:05:19,FB-938,친절한배송 감사합니다,배송 및 설치,친절한 배송기사,친절한배송 감사합니다.,VERY_POSITIVE,5,스탠바이미고,신세계몰,lo******
2024-05-27 13:05:19,FB-923,빠른배송 감사합니다 번창하세요.,배송 및 설치,신속한 배송,빠른배송 감사합니다,VERY_POSITIVE,5,스탠바이미고,11번가,ya******
2024-05-27 13:05:13,FB-882,좋은제품 빠른배송 감사합니다.,배송 및 설치,신속한 배송,빠른배송 감사합니다..,VERY_POSITIVE,5,스탠바이미고,제이리트컴퍼니,daeg****
2024-05-27 13:05:19,FB-902,"배송도 시간에 맞게 잘왔고, 터치도 좋고 작동하기도 편했어요. 그리고 이뻐요.",배송 및 설치,배송일정 및 시간 준수,배송도 시간에 맞게 잘왔고,VERY_POSITIVE,5,스탠바이미고,오늘의집,1*2*****
2024-05-27 13:05:13,FB-820,배송 빠르네요~이제 캠핑장 빨리 들고 나가야지,배송 및 설치,신속한 배송,배송 빠르네요,VERY_POSITIVE,5,스탠바이미고,제이리트컴퍼니,tong****
2024-05-27 13:05:07,FB-704,배송 제품 기사님 다 굿,배송 및 설치,친절한 배송기사,배송 제품 기사님 다 굿,VERY_POSITIVE,5,스탠바이미고,알렛츠ALLETS,tota****
2024-05-27 13:05:19,FB-944,빠른 배송 너무 좋습니다. 감사합니다,배송 및 설치,신속한 배송,빠른 배송 너무 좋습니다,VERY_POSITIVE,5,스탠바이미고,옥션,k*s*****
2024-05-27 13:05:19,FB-998,물건 잘 받았습니다 배송도 좋게 보내 주시고 제품도 좋고 조금 아쉬운 게 충전 충정 시기이긴 한데 빳데리 용량이 좀 적네요 제품 크기와 달리 충전 빳데리를 더 크게 용량을 높이 했으면 좋겠습니다 그르믄 야외용이나 캠핑용으로 아주 좋을 거 같애요,배송 및 설치,,배송도 좋게 보내 주시고,POSITIVE,5,스탠바이미고,알렛츠ALLETS,gilg****
2024-05-27 13:05:19,FB-922,배송잘받았어요 캠핑용으로 구매했어요,배송 및 설치,,배송잘받았어요,VERY_POSITIVE,5,스탠바이미고,LG전자인증점 신영플러스,ksaa****
2024-05-27 13:05:19,FB-928,싸게 잘 구입했습니다배송도 빨라요 잘 받았습니다,배송 및 설치,배송일정 및 시간 준수,배송도 빨라요 잘 받았습니다,VERY_POSITIVE,5,스탠바이미고,오늘의집,3*4*****
2024-05-27 13:05:13,FB-885,배송을 원하는 날에 친절하게 잘 보내주셨네요. 캠핑시 사용하려고 샀는데 아이들이 너무 좋아합니다. 진작에 살껄 왜 이제샀나 싶네요. 너무 좋아요.,배송 및 설치,친절한 배송기사,배송을 원하는 날에 친절하게 잘 보내주셨네요,VERY_POSITIVE,5,스탠바이미고,신세계몰,mi******
2024-05-27 13:05:19,FB-950,베송도 엄청 빨랐어요!!3일만에 받았구요!!받자 마자 바로 캠핑에 가져갔는데요!!정말 진짜 사운드 완전 빵빵하고요화질도 너무 선명하고 진심 맘에 쏙 들었어요!!주변분들한테도 엄청 좋다고 꼭 사라고 전파중이네요!!,배송 및 설치,배송일정 및 시간 준수,베송도 엄청 빨랐어요!!3일만에 받았구요!!,VERY_POSITIVE,5,스탠바이미고,LG전자,0*8*****
2024-05-27 13:05:19,FB-946,파손에 강하고 배송 빠르고 내구성이좋다,배송 및 설치,신속한 배송,배송 빠르고,VERY_POSITIVE,5,스탠바이미고,알렛츠ALLETS,pakc****
2024-05-27 13:05:13,FB-811,배송과정이 조금 미흡했지만 잘쓰고 좋습니다.,배송 및 설치,배송 관련 정보 불충분,배송과정이 조금 미흡했지만,NEGATIVE,5,스탠바이미고,11번가,ma******
2024-05-27 13:05:13,FB-867,배송빠르고 최고에용,배송 및 설치,신속한 배송,배송빠르고 최고에용,VERY_POSITIVE,5,스탠바이미고,제이리트컴퍼니,tkdx****
2024-05-27 13:05:13,FB-883,너무 마음에 듭니다 !! 사이즈부터 디자인 전부 최곱니다 ! 배송은 당연히 칼배송고요!,배송 및 설치,빠른 배송,배송은 당연히 칼배송고요!,NEUTRAL,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:05:13,FB-825,제품 좋아요~ 빠른 배송 감사드립니다~,배송 및 설치,신속한 배송,빠른 배송 감사드립니다,VERY_POSITIVE,5,스탠바이미고,옥션,c*a*****
2024-05-27 13:05:13,FB-848,선물주려구요전날 배송연락도 오고 직접배송해주셔서좋았어요,배송 및 설치,직배송 서비스,전날 배송연락도 오고 직접배송해주셔서좋았어요,VERY_POSITIVE,5,스탠바이미고,제이리트컴퍼니,blac****
2024-05-27 13:05:07,FB-718,생각이상으로 화면도 쨍한게.마음에 듭니다무엇보다 배송이.빨라서 너무 좋았어요,배송 및 설치,신속한 배송,배송이.빨라서 너무 좋았어요,POSITIVE,5,스탠바이미고,코와샵,ruri****
2024-05-27 13:05:13,FB-804,배송은 조금 느린편입니다.,배송 및 설치,배송 지연 문제,배송은 조금 느린편입니다..,VERY_NEGATIVE,5,스탠바이미고,11번가,fo******
2024-05-27 13:05:19,FB-920,배송안내및 사용안내등은약간아쉽지만 상품은 만족하네요,배송 및 설치,배송 관련 정보 불충분,배송안내및 사용안내등은약간아쉽지만,NEGATIVE,5,스탠바이미고,제이리트컴퍼니,scor****
2024-05-27 13:05:13,FB-833,기사님이 친절하게 배송해주셨어여😊음악&영화&게임 등 여러가지 기능있어서 조으네여,배송 및 설치,친절한 배송기사,기사님이 친절하게 배송해주셨어여,VERY_POSITIVE,5,스탠바이미고,오늘의집,1*6*****
2024-05-27 13:05:13,FB-847,배송빠르고 캠핑가면서 쓰는중인데 아주 만족중,배송 및 설치,신속한 배송,배송빠르고,VERY_POSITIVE,5,스탠바이미고,탑테일코,scv1****
2024-05-27 13:05:13,FB-893,배송도빠르고 좋네요,배송 및 설치,신속한 배송,배송도빠르고 좋네요,VERY_POSITIVE,5,스탠바이미고,홈앤쇼핑,hi******
2024-05-27 13:05:13,FB-869,스텐바이미도 사용중인데~ 고는 휴대가 가능하니 바로 주문~ 빠른배송으로 캠핑장고고~~ 갬성모드 너무 좋고~~ 정말 맘에 듭니다.^^ 스피커 빵빵~ 최고입니다.,배송 및 설치,,바로 주문 빠른배송으로 캠핑장고고,VERY_POSITIVE,5,스탠바이미고,LG전자,9*e*****
2024-05-27 13:05:13,FB-827,배송빠르고 좋아요!,배송 및 설치,신속한 배송,배송빠르고 좋아요!,VERY_POSITIVE,5,스탠바이미고,LG전자인증점 신영플러스,hm44****
2024-05-27 13:05:07,FB-708,배송이 빨라서 좋왔어요,배송 및 설치,신속한 배송,배송이 빨라서 좋왔어요.,VERY_POSITIVE,5,스탠바이미고,코와샵,1zip****
2024-05-27 13:05:13,FB-850,스탠바이미고 드디어 구매하였습니다포장도 좋고 배송도 만족합니다잘사용하겠습니다!,배송 및 설치,포장 상태,포장도 좋고 배송도 만족합니다,VERY_POSITIVE,5,스탠바이미고,LG전자,a*e*****
2024-05-27 13:05:13,FB-880,배송빠르고 화질 그리고 모니터 크기 무게 모든게 마음에들어요,배송 및 설치,신속한 배송,배송빠르고,VERY_POSITIVE,5,스탠바이미고,옥션,k*0*****
2024-05-27 13:05:07,FB-709,"2023년 11월21일에 구입했는데 2024년1월6일인데도 아직 배송이 안되었네요. 선물해드린다고 한거였고, 회사 회계도 마감되서 환불받는것도 안되고 어떻게 해야할지 모르겠네요. 물량이 없으면 판매를 하지 말았어야 하는거 아닌가요? 정말 실망스럽습니다. 빨리 좀 배송 해주세요.",배송 및 설치,배송 지연 문제,2023년 11월21일에 구입했는데 2024년1월6일인데도 아직 배송이 안되었네요 / 물량이 없으면 판매를 하지 말았어야 하는거 아닌가요? 정말 실망스럽습니다. 빨리 좀 배송 해주세요..,VERY_NEGATIVE,1,스탠바이미고,옥션,y*k*****
2024-05-27 13:05:13,FB-881,배송도 빠르고 제품도 좋아요,배송 및 설치,신속한 배송,배송도 빠르고,VERY_POSITIVE,5,스탠바이미고,하이마트쇼핑몰,j*o*****
2024-05-27 13:05:13,FB-858,정확하게 요청한날 받았습니다. 집에 스탠바이미도 있는데... 굳이 이걸 또 하지만 용도가 다르니까라는 믿음으로 구매 했구요.머 유용하게 사용하면 좋지 않을까요? 라고 자꾸만 뇌이징 합니다. 화질은(밝기증가로) 더 선명해 졌으며 사운드도 더 우렁차네요.스탠바이미가 실내용으로 어두운 화면에 스피커가 후면에 위치한 반면 스탠바이미는 실외용이라 밝은 화면이 전면 플랫4채널 스피커로 확실하게 다릅니다. 암튼 여행용이니 잘 사용하겠습니다.,배송 및 설치,배송일정 및 시간 준수,정확하게 요청한날 받았습니다.,POSITIVE,5,스탠바이미고,신세계몰,co******
2024-05-27 13:05:13,FB-819,원하는날 배송이 좋았고 화질도 소리도 아주 맘에 듭니다~,배송 및 설치,배송일정 및 시간 준수,원하는날 배송이 좋았고,VERY_POSITIVE,5,스탠바이미고,SSG닷컴,kk******
2024-05-27 13:05:13,FB-870,역시 기대를 저버리지 않네요 화질 부터 이동성 사용 만족도 모두 우수합니다! 다음에 추가 구매가 필요할 경우 여기서 구매할게요! 배송부터 모든 절차가 다 맘에들었습니다!,배송 및 설치,배송 및 설치 만족도,배송부터 모든 절차가 다 맘에들었습니다,VERY_POSITIVE,5,스탠바이미고,알렛츠ALLETS,snsi****
2024-05-27 13:05:07,FB-728,빠른 배송 가성비~~~,배송 및 설치,신속한 배송,빠른 배송,VERY_POSITIVE,5,스탠바이미고,엔케이종합유통,jybi****
2024-05-27 13:05:19,FB-951,베송도 엄청 빨랐어요!!3일만에 받았구요!!받자 마자 바로 캠핑에 가져갔는데요!!정말 진짜 사운드 완전 빵빵하고요화질도 너무 선명하고 진심 맘에 쏙 들었어요!!주변분들한테도 엄청 좋다고 꼭 사라고 전파중이네요!!,배송 및 설치,배송일정 및 시간 준수,베송도 엄청 빨랐어요!!3일만에 받았구요!!,VERY_POSITIVE,5,스탠바이미고,LG전자,0*8*****
2024-05-27 13:05:13,FB-877,"주문하고 하루만에 그것도 아침 일찍 도착했습니다. 배송은 만점입니다. 아주 빠릅니다. 물건을 받아본 느낌은 생각보다 무겁다 입니다. 성인 남자 기준으로도 꽤 무거운 편입니다. 다만 손잡이도 견고하고 잠깐 들고 이동하기에는 큰 무리 없었습니다. 두시간정도 사용해보고 느낀건 생각보다 화질 열화가 있고 화면 틸트 기능이 불편하며, 모니터의 위치가 안 좋을 경우 뚜껑을 강제로 닫으면(아이 있는 집 등) 모니터에 손상이 우려되는 느낌이 있었습니다. 스탠바이미고에서 모바일 기기를 연결하여 사진등을 볼때 사진을 과거 순으로 로딩하여 사진 로딩에 막대한 시간이 소요되고 사진 감상이 매우 불편합니다. 이부분은 최근 사진을 우선 보여주도록 업데이트가 필요해 보입니다. 또한 연도별/월별로 사진을 끊어서 보여주도록 하면 아주 좋을듯 합니다. (*예 : 네이버 마이박스등)리모컨에 넷플릭스, 디즈니+, 프라임비디오, 웨이브가 있던데 어째서 가장 중요한 유튜브 단축키는 없는지 의문입니다. 사용빈도로 보자면 가장 높을텐데....크게 불편하지 않지만 소비자 입장에서는 프라임비디오나 디즈니 플러스보다는 유튜브 단축키가 좋지 않았을까 싶습니다. 가방 상태에서 배터리 용량을 알기 어려운 부분도 아주 아쉽습니다. 작은 적산계 수준의 패널로 직관적으로 배터리 용량을 보여줘도 좋았읉텐데.....외부로 가져 나갈때 제품을 열어서 배터리 용량을 확인하고 가져 나가야 하는 부분이 아쉽습니다. 물론 충전을 완료하면 초록색 불이 뜬다지만 급하게 나가야 할 경우나 외부에서 잠깐 사용하거나 할때 직관적으로 판단하기 어렵습니다. 구매전 부터 걱정되던 부분인데 가방을 닫기 위해 모니터를 눕히고 가방을 닫는 과정에서 모니터 위에 리모컨이나 기타 물건이 실수로 들어가 있을 경우 모니터가 박살이 나는 문제가 있습니다. 큰 주의가 필요해 보입니다. 충전 단자의 위치가 사이드가 아닌 뒷면에 위치하여 세워서 충전하여 공간 활용도를 높이는 방법이 불가능 한 점도 아쉽습니다. 세워서 거치가 가능하도록 바닥에 고무다리가 달린건 좋은데 충전 코드가 같은 방향에 위치하다보니 의미가 없습니다. 물론 옆면으로 세울 수는 있는데 이부분엔 아무 보강조치가 없어서 스크래치 우려가 큽니다. 알람기능이 빠진것도 매우 아쉽습니다. 알람 기능을 통하여 자동으로 티비 전원을 켜거나 유뷰브, 넷플릭스를 가동시키는 기능 자체가 빠져 있네요. 구매 전에는 당연히 있을 기능으로 생각해서 아침에 알람으로 유튜브 음악을 듣는다거나 하는 일이 가능할꺼라고 생각했습니다. 기능이 빠진 부분은 매우 아쉽습니다. 어쨋든 쓰다보니 단점만 주구장창 쓴거 같은데 그래도 이런 제품을 개발하고 판매한것 자체로 대단하다고 생각합니다. 열심히 사용해 보겠습니다.",배송 및 설치,배송일정 및 시간 준수,주문하고 하루만에 그것도 아침 일찍 도착했습니다. 배송은 만점입니다. 아주 빠릅니다.,VERY_POSITIVE,5,스탠바이미고,LG전자,b*5*****
2024-05-27 13:05:01,FB-670,진짜 만족해요 배송도 빠르고 좋네요,배송 및 설치,신속한 배송,배송도 빠르고 좋네요,VERY_POSITIVE,5,스탠바이미고,Two Step,gran****
2024-05-27 13:05:07,FB-754,포장도 잘 되어있고 배송이 빨라요~,배송 및 설치,포장 상태,포장도 잘 되어있고 배송이 빨라요.,VERY_POSITIVE,5,스탠바이미고,와이즈블루,vcvc****
2024-05-27 13:05:01,FB-606,빠른배송 감사합니다^^,배송 및 설치,신속한 배송,빠른배송 감사합니다.,VERY_POSITIVE,5,스탠바이미고,11번가,ne******
2024-05-27 13:05:07,FB-792,행사로 정말 국내 최저가로 구매했습니다 거기다 엘지 직배송이라 안전하게 받았네요 잘 쓸게여,배송 및 설치,안전한 배송,엘지 직배송이라 안전하게 받았네요,VERY_POSITIVE,5,스탠바이미고,신세계몰,na******
2024-05-27 13:05:01,FB-680,제품 잘 받았습니다 배송 빠르고 좋아요 ㅎㅎ,배송 및 설치,신속한 배송,배송 빠르고 좋아요,VERY_POSITIVE,5,스탠바이미고,프롬헬시 스토어샵,pica****
2024-05-27 13:05:01,FB-635,배송 빠릅니다,배송 및 설치,신속한 배송,배송 빠릅니다.,VERY_POSITIVE,5,스탠바이미고,옥션,k*0*****
2024-05-27 13:05:07,FB-773,캠핑용으로 정말 좋을거 같네요 타임딜에 저렴하게 구매해서 기분이 좋습니다디자인도 세련되어 좋구요 화질도 생각보다 좋아서 놀랐습니다배송도 빨라서 좋았구요...리뷰이벤트도 있어서 좋네요,배송 및 설치,신속한 배송,배송도 빨라서 좋았구요,VERY_POSITIVE,5,스탠바이미고,신세계몰,pa******
2024-05-27 13:05:07,FB-770,빠른 배송 잘 받았습니다,배송 및 설치,배송일정 및 시간 준수,빠른 배송 잘 받았습니다.,VERY_POSITIVE,5,스탠바이미고,LG전자인증점 신영플러스,hanj****
2024-05-27 13:05:07,FB-774,배송도 택배가 아니라 직배송으로 만족스러웠습니다캠핑 가면 사용하려고 모셔놓고 있는데 너무 기대가 되네요!!,배송 및 설치,직배송 서비스,배송도 택배가 아니라 직배송으로 만족스러웠습니다,VERY_POSITIVE,5,스탠바이미고,신세계몰,cy******
2024-05-27 13:05:01,FB-616,배송기사님도 친절하고 물건 잘 받았습니다.,배송 및 설치,친절한 배송기사,배송기사님도 친절하고 물건 잘 받았습니다.,VERY_POSITIVE,4,스탠바이미고,옥션,s*a*****
2024-05-27 13:05:07,FB-744,캠핑용으로 구매했는데 집에서도 잘 사용할 것 같아요.기사님 직접 배송으로 믿을 수 있어서 공홈에서 구매하길잘했네요.,배송 및 설치,직배송 서비스,기사님 직접 배송으로 믿을 수 있어서,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:04:55,FB-526,배송이 빨라요~~~,배송 및 설치,신속한 배송,배송이 빨라요.,VERY_POSITIVE,5,스탠바이미고,옥션,s*n*****
2024-05-27 13:05:01,FB-646,빠른 배송 감사합니다. 제품 받고 캠핑가서 잘 사용했습니다.,배송 및 설치,신속한 배송,빠른 배송 감사합니다,VERY_POSITIVE,5,스탠바이미고,옥션,l*e*****
2024-05-27 13:05:07,FB-789,원하는 날짜에 정확하게 배송해 주셨어요!무거운거 빼면 정말 좋습니다!,배송 및 설치,배송일정 및 시간 준수,원하는 날짜에 정확하게 배송해 주셨어요!,VERY_POSITIVE,5,스탠바이미고,SSG닷컴,de******
2024-05-27 13:05:01,FB-632,배송 빠르고 저렴하게 잘 샀습니다.많이 파세요~,배송 및 설치,신속한 배송,배송 빠르고 저렴하게 잘 샀습니다,VERY_POSITIVE,5,스탠바이미고,옥션,a*a*****
2024-05-27 13:05:01,FB-628,배송기사님아 안전하게 배송해주셨고깔끔하고 너무이뻐요~,배송 및 설치,친절한 배송기사,배송기사님아 안전하게 배송해주셨고,VERY_POSITIVE,5,스탠바이미고,옥션,d*l*****
2024-05-27 13:05:01,FB-650,좋은 상품 빠른배송 감사합니다.,배송 및 설치,신속한 배송,빠른배송 감사합니다..,VERY_POSITIVE,5,스탠바이미고,11번가,ka******
2024-05-27 13:05:01,FB-603,빠른 배송 감사합니다 잘받아서 캠핑장에서 사용중입니다 무거운거 빼고 최고입니다 ㅎ,배송 및 설치,신속한 배송,빠른 배송 감사합니다,VERY_POSITIVE,5,스탠바이미고,11번가,jk******
2024-05-27 13:04:55,FB-525,배송이 빨라서 좋았어요. 상품은 말할것도 없이 좋네요. 감사합니다.,배송 및 설치,신속한 배송,배송이 빨라서 좋았어요,VERY_POSITIVE,5,스탠바이미고,옥션,h*y*****
2024-05-27 13:05:07,FB-768,엘지에서 직접 안전하게 배송해 주셔서정밀 감사합니다.,배송 및 설치,안전한 배송,엘지에서 직접 안전하게 배송해 주셔서,VERY_POSITIVE,5,스탠바이미고,UP LIGHT 업라이트,dduc****
2024-05-27 13:04:55,FB-541,나오자마자 고민하다가 라이브 추가할인소식에냅다 질러버리기~ㅋㅋㅋㅋㅋ택배오자마자 바로 캠핑들고오기~ㅋ역시 고민이 무색하게 너무나 좋네여~근데 가방케이스 50프로 쿠폰을 살때같이 주면 참 좋았을텐데....ㅜㅜㅜ한달뒤 순차배송이라 지금 그냥 살까 어찌할까계속 고민 되네여~비싼만큼 애껴주고 오래오래 잘 써볼께여!,배송 및 설치,배송 지연,한달뒤 순차배송이라 지금 그냥 살까 어찌할까계속 고민 되네여,NEUTRAL,5,스탠바이미고,LG전자,1*9*****
2024-05-27 13:05:01,FB-693,빠른배송 맘에 듭니다. 기사님이 친절하세요.,배송 및 설치,신속한 배송,빠른배송 맘에 듭니다.,VERY_POSITIVE,5,스탠바이미고,롯데ON,e*l*****
2024-05-27 13:05:01,FB-610,"고민하다가 결국 구매했습니다.흠집 하나 없이 빠르게 배송되었구요!음질, 화질을 비롯해서 너무너무 만족스럽습니다!!차박하러 갈때가 벌써 기대가되네요ㅎㅎ",배송 및 설치,안전한 배송,흠집 하나 없이 빠르게 배송되었구요,VERY_POSITIVE,5,스탠바이미고,LG전자,2*2*****
2024-05-27 13:04:55,FB-517,배송이 빠르고 좋습니다.,배송 및 설치,신속한 배송,배송이 빠르고 좋습니다..,VERY_POSITIVE,5,스탠바이미고,G마켓,d*m*****
2024-05-27 13:04:55,FB-533,4월 15일 라이브 중에 구매했는데요제품 빠르게 배송 받았습니다.세탁기도 구매했었는데요기사님들이 아주 친절하고 빠르게 설치 도와주셨습니다.구매고객 배송완료후 포토리뷰 남기면 10만포인트 지급 받는다고 해서 리뷰 남깁니다.,배송 및 설치,배송 후 상세한 사용 설명,제품 빠르게 배송 받았습니다 / 세탁기도 구매했었는데요 기사님들이 아주 친절하고 빠르게 설치 도와주셨습니다,VERY_POSITIVE,5,스탠바이미고,LG전자,e*f*****
2024-05-27 13:05:01,FB-634,상품 빠르게 잘 받았습니다.LG기사님이 직접 배송해주셨고 아직까진 상품에 문제는 발견되지 않았네요.,배송 및 설치,직배송 서비스,상품 빠르게 잘 받았습니다.LG기사님이 직접 배송해주셨고,VERY_POSITIVE,5,스탠바이미고,옥션,k*0*****
2024-05-27 13:05:01,FB-700,가격 착하고 배송도 빠르고 강추입니다.,배송 및 설치,신속한 배송,배송도 빠르고,VERY_POSITIVE,5,스탠바이미고,제이리트컴퍼니,jyh3****
2024-05-27 13:05:01,FB-681,"배송 빠르고 아주 만족스럽습니다, 스탠바미이는 역시 최고!",배송 및 설치,배송 및 설치 만족도,배송 빠르고 아주 만족스럽습니다,VERY_POSITIVE,5,스탠바이미고,신세계몰,na******
2024-05-27 13:05:01,FB-661,아주 좋아요 배송도 빠르고요,배송 및 설치,신속한 배송,배송도 빠르고요,VERY_POSITIVE,5,스탠바이미고,옥션,9*i*****
2024-05-27 13:04:55,FB-513,빠른 배송과 더불어 좋은 가격 대 만족합니다,배송 및 설치,신속한 배송,빠른 배송,VERY_POSITIVE,5,스탠바이미고,11번가,kl******
2024-05-27 13:05:01,FB-641,안전히 배송해주셔서 감사합니다.,배송 및 설치,안전한 배송,안전히 배송해주셔서 감사합니다..,VERY_POSITIVE,5,스탠바이미고,옥션,j*y*****
2024-05-27 13:05:01,FB-689,갖고 싶었던 제품인데 카드할인받고 저렴하게 구매했어요 하루만에 받아서 너무 좋아요 앞으로 잘사용할 것 같습니다.,배송 및 설치,배송일정 및 시간 준수,하루만에 받아서 너무 좋아요,VERY_POSITIVE,5,스탠바이미고,LG전자,1*1*****
